carat,cut,color,clarity,depth,table,price,x,y,z,date_sold
0.55,Ideal,1,SI1,60.6,56,"$1,819",5.32,5.27,3.21,24/09/08
0.52,Premium,2,VS2,62.5,56,"$1,815",5.18,5.15,3.23,15/06/19
0.3,Ideal,1,VS2,62.3,54,$710,4.3,4.33,2.69,14/03/16
0.75,Very Good,4,SI1,60.9,58,"$2,545",5.84,5.88,3.57,30/11/12
0.9,Very Good,2,SI2,59.9,57,"$4,288",6.25,6.34,3.77,22/02/19
1.12,Very Good,4,SI2,61.2,58,"$5,504",6.65,6.69,4.08,20/10/10
0.34,Good,4,SI1,63.4,57,$507,4.42,4.45,2.81,01/08/99
0.76,Ideal,4,VS1,61.6,56,"$3,372",5.82,5.87,3.6,16/07/11
1.26,Good,4,SI1,63.2,61,"$6,874",6.81,6.87,4.32,05/04/03
0.51,Ideal,4,VVS2,62.1,58,"$1,844",5.09,5.12,3.17,13/04/13
0.31,Ideal,2,VS2,62,55,$872,4.35,4.33,2.69,17/05/17
1.23,Ideal,4,VS1,62,57,"$9,863",6.83,6.87,4.25,30/08/06
0.42,Ideal,4,SI1,62,54,$799,4.85,4.82,3,10/05/09
0.31,Ideal,5,VS2,61.4,56,$507,4.38,4.42,2.7,09/11/02
0.31,Ideal,5,VVS2,61.2,56,$596,4.34,4.37,2.66,28/05/01
1.14,Premium,5,SI1,63,57,"$4,654",6.7,6.65,4.2,05/10/16
1.13,Premium,6,VS2,62.4,59,"$4,964",6.63,6.58,4.12,16/10/05
0.5,Very Good,5,IF,61,60,"$1,799",5.08,5.12,3.11,31/07/07
2.27,Premium,7,VS1,62.4,58,"$16,994",8.36,8.41,5.23,21/03/14
0.42,Ideal,3,SI1,61.6,56,$760,4.81,4.85,2.98,07/03/09
0.72,Very Good,4,VS1,60,59,"$2,671",5.8,5.84,3.49,28/01/11
0.31,Ideal,1,SI1,61.4,55,$571,4.35,4.38,2.68,18/05/10
0.72,Very Good,2,SI2,62.3,58,"$2,252",5.7,5.76,3.57,18/06/16
0.72,Ideal,2,VS1,61.2,56,"$3,409",5.78,5.83,3.55,06/09/15
0.73,Ideal,3,VVS1,61.4,56,"$5,154",5.8,5.81,3.56,25/01/04
1.52,Very Good,2,SI1,63.5,58,"$11,176",7.36,7.29,4.65,11/12/99
0.3,Very Good,4,VS1,60.3,57,$620,4.33,4.35,2.62,18/01/13
0.51,Very Good,1,SI1,59.4,59,"$1,420",5.18,5.22,3.09,23/01/98
1.01,Premium,4,I1,59.4,61,"$3,348",6.51,6.45,3.85,03/12/98
0.72,Very Good,4,SI1,63.1,57,"$2,353",5.66,5.72,3.59,12/07/07
0.31,Premium,1,SI1,62,58,$732,4.35,4.3,2.68,06/10/02
1.05,Premium,2,VS2,62.6,59,"$5,645",6.5,6.43,4.05,09/04/00
0.72,Ideal,3,VS1,60.5,56,"$3,759",5.82,5.85,3.53,20/06/06
0.37,Ideal,2,VS2,61.6,57,"$1,041",4.65,4.61,2.85,14/10/04
1.06,Premium,6,SI2,58.4,62,"$3,579",6.7,6.65,3.9,04/11/02
0.78,Ideal,2,VS2,62.1,54,"$3,159",5.92,5.94,3.68,10/06/06
0.31,Ideal,1,VVS2,62.4,54,$815,4.35,4.37,2.72,17/06/03
0.5,Ideal,4,SI1,62.2,56,"$1,173",5.13,5.08,3.17,19/01/13
1,Good,6,SI1,63.2,56,"$4,015",6.31,6.37,4.01,07/03/02
1.1,Ideal,5,SI1,62.2,55,"$5,636",6.66,6.62,4.13,30/09/04
1.51,Good,4,SI1,63.1,56,"$9,258",7.2,7.28,4.57,07/05/05
0.4,Premium,3,VVS1,61.1,59,"$1,323",4.78,4.75,2.91,27/08/12
0.3,Ideal,3,VS2,62.1,57,$568,4.27,4.3,2.66,10/10/99
0.38,Very Good,4,SI1,62.1,54,$755,4.64,4.67,2.9,26/11/09
2.02,Ideal,6,SI1,62.4,56,"$16,128",8.07,8.11,5.05,10/02/14
0.23,Very Good,1,VVS2,61.3,58,$530,3.93,3.97,2.42,08/02/08
0.63,Ideal,6,VS2,62.1,54,"$1,423",5.51,5.54,3.43,09/05/15
0.41,Ideal,3,SI1,62.2,54,$690,4.78,4.8,2.98,02/06/12
1.53,Ideal,4,VS1,62.2,56,"$13,994",7.36,7.31,4.56,01/01/08
0.34,Premium,3,VS1,60,59,$725,4.59,4.55,2.74,11/01/15
1.02,Very Good,3,SI1,59.8,58,"$5,500",6.49,6.55,3.9,25/07/12
1.52,Fair,6,I1,67.7,58,"$3,745",7.07,7,4.76,21/08/14
1.04,Ideal,4,VVS1,62.5,55,"$8,120",6.45,6.54,4.06,23/06/06
0.51,Premium,1,SI1,60.3,59,"$1,569",5.2,5.22,3.14,01/08/99
0.44,Premium,3,VS2,62.2,58,$926,4.83,4.88,3.02,02/04/11
0.31,Ideal,6,SI1,61.4,56,$430,4.35,4.38,2.68,23/09/01
1.01,Ideal,6,SI1,60.2,59,"$4,241",6.54,6.49,3.92,24/05/98
1,Premium,3,VS2,62.1,58,"$6,047",6.45,6.36,3.96,26/07/07
0.3,Ideal,5,IF,62.1,57,$764,4.29,4.31,2.67,10/02/10
1.2,Premium,3,VS2,61.4,58,"$6,182",6.8,6.75,4.16,12/06/19
1.56,Premium,6,VS1,61.7,59,"$9,959",7.46,7.41,4.59,23/03/19
1.02,Premium,3,SI2,60,60,"$4,284",6.57,6.53,3.93,09/08/00
0.4,Ideal,7,IF,62.4,56,$828,4.71,4.74,2.95,13/07/13
0.4,Ideal,1,VVS2,62.2,55,"$1,263",4.72,4.74,2.94,06/06/04
0.3,Ideal,2,VVS2,61.7,57,"$1,013",4.34,4.31,2.67,07/10/98
0.54,Ideal,1,SI1,61.5,56,"$1,662",5.23,5.25,3.22,23/08/99
1.29,Fair,4,I1,66,58,"$4,277",6.82,6.75,4.48,18/07/16
0.32,Ideal,6,VS2,62.3,55,$466,4.39,4.41,2.74,18/11/98
1.02,Very Good,4,VVS1,63,58,"$7,657",6.4,6.43,4.04,12/12/16
1.01,Premium,3,SI2,62.2,59,"$5,096",6.41,6.38,3.98,09/01/18
1.7,Ideal,4,VS2,61.3,57,"$15,941",7.67,7.6,4.68,09/09/98
1,Good,3,VS2,63.2,59,"$6,183",6.3,6.35,4,17/08/09
0.24,Very Good,3,VVS2,62.5,56,$478,3.98,4.02,2.5,28/03/99
0.43,Good,7,SI2,63.7,57,$490,4.76,4.79,3.04,05/10/16
1.19,Ideal,6,SI1,62.3,57,"$4,998",6.78,6.73,4.21,16/03/00
1.54,Ideal,4,VVS1,61.4,56,"$18,294",7.42,7.47,4.57,01/09/15
1.53,Very Good,6,VS1,62.8,55,"$10,602",7.35,7.4,4.63,15/02/14
1.13,Premium,3,IF,59.8,60,"$12,549",6.82,6.76,4.06,11/04/04
0.71,Very Good,4,SI1,63.3,56,"$2,274",5.66,5.69,3.59,30/04/99
0.32,Premium,4,VS2,62.6,59,$561,4.33,4.36,2.72,12/07/03
0.7,Good,7,SI1,64.3,56,"$1,442",5.62,5.57,3.6,07/05/12
0.31,Ideal,3,VS2,61.5,56,$625,4.34,4.37,2.68,19/02/11
1.28,Premium,2,SI2,62.5,58,"$5,620",6.93,6.89,4.32,06/05/04
0.61,Very Good,5,VVS2,61.4,57,"$1,970",5.46,5.5,3.36,03/01/99
0.51,Ideal,4,SI2,62.1,56,"$1,148",5.1,5.13,3.18,18/07/17
0.77,Premium,5,SI1,61.6,60,"$2,457",5.91,5.87,3.59,10/07/12
1.54,Premium,6,VS2,59.8,59,"$9,659",7.61,7.53,4.53,06/04/99
1.01,Very Good,4,VVS2,63,59,"$6,843",6.34,6.41,4.01,14/06/06
0.28,Very Good,4,VVS1,60.7,56,$586,4.27,4.29,2.6,04/02/98
2.01,Good,5,SI2,64,51,"$15,888",8.08,8.01,5.15,21/05/06
0.42,Ideal,2,VS2,62.2,55,$958,4.79,4.83,2.99,05/08/04
0.32,Ideal,1,VS2,61.9,57,$758,4.37,4.39,2.71,03/01/03
1.11,Good,7,SI1,63.6,58,"$3,846",6.48,6.57,4.15,19/02/08
0.33,Ideal,2,SI1,61.2,56,$702,4.46,4.49,2.74,26/10/98
2.03,Ideal,4,SI2,61.5,57,"$12,154",8.15,8.07,4.99,05/04/16
0.7,Fair,5,VS1,65.8,56,"$2,415",5.54,5.49,3.63,12/12/03
1.01,Good,1,SI2,64.5,58,"$4,606",6.18,6.26,4.01,16/11/03
0.33,Very Good,6,SI1,61.4,58,$445,4.46,4.5,2.75,02/01/00
0.7,Ideal,2,SI1,60.1,57,"$2,929",5.78,5.83,3.49,10/12/09
0.27,Ideal,6,VS1,62.5,54,$432,4.16,4.19,2.61,16/09/14
0.7,Very Good,2,SI2,59.6,63,"$2,310",5.76,5.71,3.42,04/06/17
0.32,Ideal,4,IF,61,57,$918,4.44,4.48,2.72,08/04/11
1.2,Good,2,SI1,64,61,"$7,096",6.67,6.61,4.25,05/08/98
0.54,Premium,6,VVS1,60.8,61,"$1,637",5.28,5.22,3.19,07/04/02
1.23,Premium,6,SI2,62.5,60,"$5,269",6.82,6.75,4.24,18/06/03
0.31,Ideal,4,SI1,62.2,55,$462,4.35,4.36,2.71,10/03/06
0.38,Ideal,3,VS2,62,54,$796,4.64,4.69,2.89,24/06/19
1.2,Premium,3,VS2,60.2,60,"$9,442",6.91,6.82,4.13,05/10/17
0.32,Ideal,6,IF,62.1,54,$655,4.39,4.43,2.74,07/06/99
0.28,Good,3,VVS2,64.9,57,$492,4.13,4.16,2.69,03/06/19
0.53,Premium,4,VS1,62.4,58,"$1,813",5.2,5.16,3.23,03/04/07
0.31,Ideal,2,VS2,60.7,57,$642,4.39,4.41,2.67,25/02/98
0.52,Ideal,5,SI2,61,55,"$1,054",5.19,5.23,3.18,12/12/98
1.23,Ideal,5,SI1,61,56,"$6,439",6.96,6.92,4.23,26/05/19
2.18,Very Good,6,SI2,61.4,59.5,"$14,735",8.31,8.37,5.12,15/02/98
0.43,Ideal,6,VVS1,63,56,$968,4.86,4.83,3.05,11/12/14
0.32,Ideal,3,VVS2,61.6,55,$945,4.41,4.42,2.72,03/05/99
0.32,Premium,5,IF,61.8,58,$763,4.35,4.39,2.7,12/06/19
0.8,Premium,7,VS1,60.8,59,"$2,292",6,5.94,3.63,25/03/05
0.73,Ideal,3,VS1,61.4,55,"$3,493",5.81,5.84,3.57,28/06/05
0.23,Very Good,4,VVS2,58.1,59,$438,4.09,4.03,2.36,19/08/02
0.71,Ideal,6,SI1,62.5,57,"$2,218",5.69,5.74,3.57,14/03/00
0.58,Ideal,2,VS2,61.6,55,"$1,884",5.33,5.38,3.3,26/02/14
0.41,Ideal,1,SI1,61.4,56,$791,4.77,4.8,2.94,05/04/07
1.22,Very Good,6,VS2,59.6,58,"$6,419",6.95,6.98,4.15,13/10/02
0.35,Premium,3,VS2,62.1,60,$906,4.51,4.45,2.78,14/04/07
0.71,Fair,1,VS2,64.4,56,"$2,596",5.63,5.58,3.61,01/06/12
0.34,Ideal,6,VVS1,61.8,56,$626,4.47,4.5,2.77,01/03/10
1.5,Premium,4,VVS2,62.7,58,"$14,157",7.28,7.32,4.58,18/12/16
0.26,Good,3,VS1,58,58,$453,4.2,4.25,2.45,17/11/04
0.26,Ideal,2,VS1,62.3,57,$556,4.05,4.08,2.53,17/10/07
1.4,Ideal,7,SI1,62.1,57,"$6,350",7.17,7.14,4.44,16/05/11
1.24,Very Good,6,SI1,61.4,59,"$6,075",6.86,6.92,4.23,30/01/02
0.4,Ideal,1,VS2,62.2,54,$891,4.73,4.76,2.95,05/08/05
1.09,Good,3,SI2,60.3,61,"$4,698",6.64,6.69,4.02,21/07/03
0.74,Good,4,VS2,64.2,53,"$2,322",5.72,5.69,3.66,20/04/09
2.02,Good,3,SI2,61.9,61,"$15,261",8.06,8.02,4.98,31/03/06
1.01,Good,3,VVS2,63.6,60,"$7,059",6.36,6.31,4.03,17/10/04
0.58,Very Good,2,IF,60.6,59,"$2,852",5.37,5.43,3.27,05/10/07
1.01,Premium,5,SI2,62.8,61,"$3,959",6.33,6.25,3.95,23/03/08
0.42,Very Good,3,SI1,63.3,56,$926,4.79,4.75,3.02,01/10/06
0.9,Ideal,1,VS2,61.5,56,"$4,128",6.25,6.2,3.83,05/10/01
0.31,Premium,4,VS1,61.2,60,$625,4.37,4.39,2.68,11/03/99
0.31,Very Good,2,SI1,60.1,61,$544,4.35,4.4,2.63,14/06/18
1.51,Very Good,4,SI1,59.6,60,"$11,029",7.43,7.47,4.44,17/02/14
1.55,Premium,7,VS2,60.7,59,"$7,911",7.47,7.5,4.54,20/08/12
1,Premium,3,SI1,59.8,59,"$5,151",6.55,6.49,3.9,02/12/04
1,Good,5,SI1,61,61,"$4,510",6.36,6.42,3.9,16/12/04
1,Premium,1,SI1,60.3,59,"$5,880",6.47,6.44,3.89,11/04/02
0.52,Premium,4,VS1,62.6,59,"$1,689",5.08,5.11,3.19,16/10/14
0.9,Good,4,VS2,63.6,59,"$4,093",6.04,6.1,3.86,18/07/02
0.51,Ideal,3,VVS2,61.7,56,"$1,998",5.12,5.15,3.17,11/04/07
0.41,Ideal,6,VVS2,61.7,56,"$1,061",4.8,4.77,2.95,23/03/18
0.33,Ideal,3,VVS1,61.5,56,$964,4.46,4.49,2.75,12/10/13
1.19,Premium,4,SI2,58.9,60,"$4,758",7,6.92,4.09,29/10/07
1.5,Good,6,SI1,61.1,63,"$8,254",7.27,7.34,4.46,06/04/02
1.51,Fair,6,VS2,58.8,62,"$9,116",7.57,7.51,4.43,24/04/10
2.05,Premium,6,SI2,62,58,"$9,850",8.13,8.08,5.02,29/02/04
0.59,Very Good,3,VVS2,63.5,59,"$2,302",5.28,5.3,3.36,04/12/12
0.37,Ideal,3,VVS1,62,55,"$1,049",4.6,4.63,2.86,05/11/08
0.55,Premium,6,VVS1,61.3,59,"$1,593",5.27,5.3,3.24,11/12/14
0.42,Premium,4,VVS2,60.4,59,"$1,103",4.82,4.78,2.9,19/09/01
0.42,Ideal,2,SI1,61.8,56,$931,4.8,4.84,2.98,24/08/98
0.81,Ideal,5,SI2,63,57,"$2,313",5.94,5.9,3.73,31/03/18
0.4,Premium,3,SI2,62.6,60,$810,4.68,4.65,2.92,30/04/18
1.53,Premium,5,SI2,62.5,59,"$8,499",7.4,7.36,4.61,23/12/06
1.16,Very Good,5,SI2,61.8,58,"$4,785",6.75,6.81,4.19,17/08/02
0.59,Very Good,2,SI1,61.3,58,"$1,748",5.41,5.45,3.33,19/05/10
1.19,Very Good,4,VS1,59.1,58,"$7,989",6.96,7.05,4.14,13/12/13
1.28,Premium,4,VS1,60.9,58,"$9,335",7.01,7.09,4.29,05/12/16
0.9,Fair,5,SI1,66.8,55,"$3,145",5.98,5.9,3.97,16/05/15
0.39,Very Good,3,VS1,63.7,57,$895,4.63,4.67,2.96,22/01/05
1.5,Ideal,4,SI1,61,57,"$12,009",7.38,7.41,4.51,07/01/17
0.9,Good,5,SI1,57.1,56,"$3,726",6.33,6.28,3.6,26/11/07
0.55,Ideal,2,SI1,61.7,57,"$1,668",5.27,5.23,3.24,27/09/02
1,Fair,5,SI2,63.7,54,"$3,164",6.42,6.27,4.06,03/03/16
1.5,Fair,3,VVS2,64.7,53,"$16,364",7.22,7.15,4.65,07/06/04
0.28,Very Good,6,VS1,60.9,57,$462,4.22,4.25,2.58,14/07/98
0.3,Ideal,1,SI1,61.9,54,$552,4.32,4.34,2.68,04/03/14
1.67,Ideal,5,VS1,61.8,55.9,"$13,887",7.57,7.6,4.69,02/12/98
1.7,Premium,1,SI1,61.9,59,"$15,100",7.61,7.64,4.72,08/07/14
1.17,Ideal,6,SI2,61.8,54,"$4,999",6.78,6.82,4.2,16/11/12
0.32,Premium,3,VS2,60.7,58,$828,4.45,4.41,2.69,20/06/06
0.42,Ideal,1,VS1,61.1,57,"$1,235",4.84,4.81,2.95,09/11/11
0.32,Good,1,SI2,64.1,54,$441,4.34,4.37,2.79,05/12/17
0.42,Ideal,1,VS1,61.4,55,"$1,006",4.8,4.9,2.98,02/12/01
1.25,Ideal,7,SI1,62.1,58,"$5,252",6.86,6.89,4.27,04/12/06
1.05,Premium,4,SI2,63,57,"$4,618",6.47,6.41,4.06,02/10/13
0.33,Ideal,1,SI1,62.5,54,$780,4.44,4.43,2.77,18/03/16
0.4,Premium,3,SI1,62.9,58,$882,4.72,4.69,2.96,27/04/19
0.6,Ideal,2,VS2,62,56,"$2,112",5.4,5.43,3.36,01/02/98
1.01,Premium,2,I1,59.8,58,"$3,394",6.57,6.53,3.92,19/04/09
1.51,Very Good,4,VVS2,62.6,59,"$15,110",7.26,7.3,4.56,19/11/06
0.71,Very Good,7,SI1,60.7,58,"$1,643",5.78,5.81,3.52,14/01/07
0.73,Very Good,4,VVS2,61.4,58,"$3,288",5.83,5.86,3.59,22/07/05
0.23,Very Good,2,VS2,60.8,58,$402,3.97,4.05,2.44,09/10/02
0.51,Very Good,4,VS2,62.5,59,"$1,438",5.05,5.1,3.17,22/06/04
0.5,Very Good,3,SI2,61.4,61,"$1,068",5.09,5.14,3.14,05/02/08
0.5,Very Good,2,SI2,61.7,58,"$1,154",5.06,5.12,3.14,18/03/10
1.09,Ideal,3,VS1,60.6,57,"$8,422",6.62,6.64,4.02,01/03/16
0.7,Good,6,SI1,64.3,57,"$2,142",5.63,5.59,3.61,10/03/19
2.03,Ideal,3,SI2,61.6,55,"$18,578",8.19,8.14,5.03,13/11/99
0.54,Premium,2,VS2,59.2,58,"$1,754",5.32,5.35,3.16,06/10/18
0.42,Very Good,2,VS2,62.8,59,$958,4.76,4.8,3,25/05/07
0.3,Very Good,5,VS2,60.9,61,$473,4.27,4.3,2.61,02/06/05
1.47,Very Good,2,VS2,62.4,59,"$12,547",7.13,7.2,4.47,01/11/15
0.32,Very Good,5,SI2,63.1,56,$517,4.37,4.34,2.75,19/04/07
0.54,Very Good,5,VVS1,62,57,"$1,846",5.2,5.25,3.24,30/09/98
0.51,Ideal,1,SI2,61.1,56,"$1,359",5.18,5.16,3.16,13/02/09
1.2,Premium,5,SI1,62.1,55,"$5,746",6.79,6.74,4.2,27/12/15
0.4,Good,1,SI2,63.4,59,$622,4.67,4.7,2.97,04/06/11
0.32,Ideal,1,VS2,61.9,55,$758,4.39,4.43,2.73,04/07/03
1.2,Premium,4,VS2,58.2,59,"$7,795",7.04,6.95,4.07,09/02/18
1.01,Premium,6,VS2,62.5,58,"$4,676",6.44,6.39,4.01,09/12/01
0.98,Ideal,4,SI2,61.7,56,"$4,470",6.36,6.4,3.93,18/01/99
0.33,Very Good,5,VS2,62.8,59,$521,4.38,4.44,2.77,01/06/18
1.01,Very Good,4,VS2,61.6,61,"$5,759",6.36,6.46,3.95,08/08/05
0.36,Premium,3,VS1,60.7,58,$789,4.57,4.62,2.79,03/01/15
1.51,Very Good,3,SI2,62.7,60,"$8,581",7.25,7.32,4.57,03/03/19
0.55,Very Good,2,VS2,58.1,62,"$1,589",5.38,5.46,3.15,29/05/04
1,Fair,4,VS1,63.1,63,"$4,630",6.38,6.29,4,19/08/00
1.03,Premium,6,VS1,60.1,59,"$4,199",6.53,6.46,3.9,02/12/01
0.52,Very Good,5,VVS2,61.7,63,"$1,605",5.26,5.16,3.22,10/11/02
1.02,Premium,6,SI2,62.2,58,"$4,061",6.41,6.36,3.97,26/05/11
2.52,Premium,3,SI2,60.6,60,"$18,179",8.78,8.7,5.3,12/09/07
0.3,Ideal,4,IF,60.9,57,$895,4.29,4.32,2.62,04/11/14
0.34,Very Good,2,VS2,62.7,56,$696,4.48,4.51,2.82,24/10/11
0.4,Ideal,2,VVS1,62.8,57,"$1,397",4.71,4.65,2.94,07/02/06
1,Good,2,VS2,63.3,59,"$5,984",6.29,6.34,4,01/06/15
0.25,Ideal,5,IF,61.4,57,$525,4.05,4.08,2.49,30/07/09
0.32,Ideal,3,VS2,61.1,57,$828,4.47,4.44,2.72,21/06/98
0.51,Very Good,1,VS1,61,57,"$1,756",5.15,5.18,3.15,13/09/12
1.3,Premium,1,SI2,60.2,59,"$7,130",7.05,7,4.23,28/11/02
0.52,Very Good,4,VVS2,62,57,"$1,794",5.15,5.19,3.2,23/11/99
0.31,Ideal,4,IF,61.6,54,$853,4.36,4.4,2.7,13/02/18
2.01,Very Good,7,SI2,63.3,56,"$10,490",7.86,7.96,5.01,16/01/98
1.01,Very Good,4,VS1,63.5,59,"$6,529",6.36,6.31,4.02,31/05/15
0.52,Ideal,2,SI1,62.4,58,"$1,656",5.16,5.13,3.21,10/06/03
0.46,Ideal,2,SI2,61.3,55,$935,4.98,5,3.06,17/04/12
0.52,Very Good,2,SI1,58.8,59,"$1,276",5.27,5.34,3.12,19/10/11
1.5,Good,4,SI1,58.4,65,"$7,434",7.45,7.41,4.34,26/08/10
0.91,Ideal,6,SI1,62.4,56,"$3,574",6.2,6.24,3.88,08/01/16
0.38,Ideal,3,IF,61,56,"$1,193",4.68,4.7,2.86,26/07/15
0.34,Very Good,2,VVS1,61.7,58,"$1,014",4.43,4.48,2.75,09/02/00
0.41,Ideal,2,VS1,61.2,56,"$1,144",4.82,4.89,2.97,29/07/08
0.9,Very Good,2,SI1,62.1,59,"$4,201",6.13,6.17,3.82,29/04/99
0.64,Ideal,3,VS2,62.5,56,"$2,074",5.55,5.53,3.46,11/11/04
0.8,Ideal,6,VS1,62.9,56,"$2,760",5.94,5.87,3.72,05/01/15
0.85,Premium,1,SI2,58.5,60,"$3,398",6.23,6.21,3.64,12/06/03
2.02,Premium,6,VS2,61.2,60,"$11,059",8.22,8.13,5,25/02/18
0.9,Very Good,2,SI1,63.2,58,"$4,560",6.12,6.1,3.86,09/10/98
1.02,Ideal,6,I1,61.7,56,"$2,872",6.44,6.49,3.99,06/05/02
1.51,Very Good,7,SI1,58.8,59,"$7,544",7.47,7.56,4.42,10/12/12
1.17,Ideal,4,SI2,62,55,"$5,012",6.81,6.74,4.2,31/01/15
0.41,Ideal,6,VS1,61.9,55,$824,4.79,4.81,2.97,01/03/98
0.56,Very Good,3,SI1,62.9,56,"$1,436",5.25,5.27,3.31,25/12/11
1.02,Good,5,SI1,63.5,58,"$4,604",6.36,6.39,4.05,28/05/04
0.32,Premium,4,SI1,62.5,58,$477,4.4,4.43,2.76,06/08/15
1.24,Very Good,4,SI2,63.3,57,"$4,462",6.85,6.79,4.32,20/05/05
0.3,Premium,1,VS2,61.9,58,$911,4.32,4.28,2.66,20/10/14
0.54,Ideal,1,VS2,61.9,55,"$1,913",5.24,5.23,3.24,16/05/15
0.45,Premium,2,SI1,62.8,58,"$1,091",4.88,4.84,3.05,22/02/14
0.3,Premium,4,VVS1,60.7,58,$789,4.34,4.36,2.64,05/01/12
0.55,Very Good,2,VS2,61.6,60,"$1,719",5.23,5.27,3.23,29/10/07
1.82,Very Good,4,SI1,62.7,58,"$15,025",7.68,7.75,4.84,06/02/07
0.54,Ideal,3,VS2,60.5,56,"$1,680",5.27,5.29,3.2,02/12/12
0.7,Premium,2,SI1,60.7,58,"$2,703",5.74,5.73,3.48,21/02/08
1.05,Ideal,5,SI2,61.2,57,"$4,410",6.59,6.54,4.02,15/08/14
1.51,Very Good,5,VS1,61.5,54,"$10,045",7.34,7.42,4.54,12/03/00
0.7,Good,3,SI1,64.1,56,"$2,289",5.63,5.6,3.6,17/10/98
2.02,Very Good,6,SI2,61.9,60,"$14,715",8.12,8.06,5.01,04/06/09
1.56,Premium,3,SI2,58.8,59,"$7,950",7.76,7.61,4.52,17/01/03
0.64,Ideal,4,IF,61.7,58,"$2,960",5.52,5.56,3.42,20/12/08
0.91,Ideal,4,SI1,62.1,57,"$4,240",6.2,6.23,3.86,27/09/11
1.03,Good,4,SI2,63.9,60,"$3,466",6.33,6.37,4.06,20/11/01
0.4,Very Good,7,VS1,62.1,57,$606,4.69,4.72,2.92,24/02/12
0.5,Very Good,2,VS2,62.7,54,"$1,624",5.07,5.1,3.19,30/10/02
1.01,Fair,3,VS1,64.7,54,"$6,759",6.33,6.28,4.08,18/01/03
0.9,Good,4,SI2,63.8,56,"$3,303",6.13,6.16,3.92,14/07/05
0.96,Ideal,4,SI2,62,58,"$3,945",6.3,6.34,3.92,09/06/08
1.07,Ideal,5,SI1,62,57,"$4,830",6.51,6.56,4.05,13/08/13
0.43,Ideal,4,VVS1,61.5,56,"$1,264",4.87,4.85,2.99,06/03/06
0.45,Ideal,5,SI1,61.3,55,$790,4.96,4.99,3.05,15/07/12
0.4,Premium,4,SI1,62,59,$900,4.72,4.7,2.92,13/04/17
0.3,Ideal,2,IF,62,54,$943,4.31,4.34,2.68,19/12/08
1.36,Premium,5,VS2,61.9,58,"$8,718",7.09,7.15,4.41,12/07/98
1.09,Very Good,4,VS1,59.7,63,"$6,453",6.65,6.74,4,12/03/14
0.28,Very Good,5,VVS1,62.9,54,$525,4.2,4.23,2.65,27/11/99
0.72,Ideal,5,VS2,61.7,57,"$2,594",5.74,5.77,3.55,20/09/12
1,Fair,4,VVS2,65.5,54,"$4,928",6.3,6.22,4.1,19/01/10
1.77,Very Good,6,VS2,60.2,58,"$13,691",7.88,7.83,4.73,26/09/02
0.72,Very Good,1,VS2,61.8,58,"$3,075",5.73,5.76,3.55,17/02/99
1.2,Premium,1,SI2,61.4,60,"$5,947",6.85,6.79,4.19,15/06/00
1.13,Premium,4,VS2,60.1,59,"$6,561",6.82,6.75,4.08,03/02/07
0.26,Ideal,3,VVS1,62.7,55,$814,4.1,4.07,2.56,02/08/08
0.33,Premium,4,VVS2,60.6,58,$965,4.5,4.47,2.72,01/10/17
0.54,Very Good,1,VS2,61.7,55,"$1,817",5.21,5.26,3.23,20/04/00
0.33,Premium,6,VS2,62.6,58,$594,4.42,4.34,2.74,15/01/08
1.04,Ideal,2,SI2,61.4,56,"$4,804",6.5,6.56,4.01,24/10/14
0.41,Ideal,3,VS2,62.6,57,"$1,107",4.79,4.76,2.99,19/01/02
0.51,Ideal,1,VVS2,61.3,56,"$3,223",5.14,5.15,3.16,08/08/18
1.12,Ideal,2,SI2,60.5,55,"$5,000",6.73,6.79,4.09,12/08/03
0.41,Premium,1,SI2,62,58,$876,4.78,4.74,2.95,15/07/08
1.53,Premium,4,VS2,61.8,59,"$12,717",7.45,7.31,4.56,09/02/15
1.51,Premium,5,SI2,62.3,62,"$7,018",7.32,7.21,4.51,08/09/98
1.27,Premium,7,VS1,62.6,59,"$5,518",6.88,6.92,4.32,04/03/15
0.34,Ideal,4,IF,61.2,56,$974,4.53,4.55,2.78,26/11/11
1.53,Premium,6,SI2,62.7,62,"$7,389",7.41,7.23,4.59,21/09/09
0.34,Good,6,VVS2,63.1,56,$596,4.43,4.47,2.81,21/05/14
1.01,Fair,6,SI2,66.1,58,"$3,054",6.21,6.04,4.05,21/12/98
0.38,Ideal,6,SI1,61.5,56,$668,4.67,4.7,2.88,13/07/14
1.33,Good,1,VS2,63.6,58,"$11,023",7.02,6.91,4.43,21/02/17
1.2,Very Good,2,SI1,61.8,56,"$6,534",6.75,6.82,4.19,03/04/12
1.07,Ideal,3,SI1,59.4,57,"$5,436",6.73,6.67,3.98,23/04/14
1.1,Very Good,4,SI1,62.3,58,"$4,997",6.55,6.61,4.1,17/10/16
0.34,Premium,5,VS1,60.8,59,$596,4.48,4.53,2.74,07/11/17
1.14,Premium,7,SI2,60.4,59,"$3,861",6.8,6.74,4.09,09/12/17
1,Ideal,5,SI2,62.6,56,"$4,256",6.38,6.34,3.98,15/05/13
2.01,Good,3,SI2,64,58,"$17,313",7.94,7.83,5.05,29/03/11
1,Good,6,VS1,59.6,61,"$4,624",6.48,6.53,3.88,21/12/08
1.57,Premium,4,SI1,59.2,59,"$10,914",7.6,7.68,4.52,17/01/08
0.53,Very Good,2,SI1,61.6,58,"$1,395",5.19,5.23,3.21,17/03/03
